command,mean,stddev,median,user,system,min,max
matmul_run,0.5805756739000001,0.1114771017510655,0.6056666975,0.0022305000000000003,0.0030941,0.41536261900000004,0.765199571
matmul_clang_O1_run_baseline,0.7007751996999999,0.15666012936274765,0.689115084,0.0015344999999999998,0.0039002000000000004,0.510341122,1.066640506
matmul_clang_O3_run_baseline,0.6507192560999999,0.14904212163724861,0.656700779,0.0014500000000000001,0.0039015,0.40252546300000003,0.879390471
matmul_gcc_O3_run_baseline,0.6883568592000001,0.16032986473935967,0.6321052785000001,0.0014678999999999998,0.003979099999999999,0.549214873,1.087912784
prime_sieve_run,0.010175185885714288,0.0010262482583163286,0.010272787500000002,0.007296861904761907,0.0021177333333333333,0.007188254000000001,0.014269119
prime_sieve_clang_O1_run_baseline,0.008613066440443205,0.0013783789950162846,0.008346706,0.005263836565096951,0.002479058171745151,0.00565267,0.019727475
prime_sieve_clang_O3_run_baseline,0.007603401249343831,0.0007041681895080131,0.007651634000000001,0.0046733123359580025,0.002265868766404198,0.005249375000000001,0.012086099000000001
prime_sieve_gcc_O3_run_baseline,0.007895620784702557,0.0006789331983578376,0.007865442,0.004831107648725209,0.0023237393767705375,0.005379247,0.011578838000000001
mandelbort_run,0.5275886170999999,0.001119606339978733,0.5276713350000001,0.5217540999999999,0.0023452,0.525612042,0.529484633
mandelbort_clang_O1_run_baseline,0.4381979491,0.003879007149667225,0.43966428550000003,0.4323171,0.0026588999999999996,0.43259513800000005,0.441891529
mandelbort_clang_O3_run_baseline,0.43296086479999996,0.00404083328177811,0.43299183500000005,0.42767239999999995,0.0018591999999999997,0.42408463900000004,0.437453912
mandelbort_gcc_O3_run_baseline,0.4178332564000001,0.0027620393072045456,0.418316032,0.41356339999999997,0.0013759,0.411536077,0.420989677
fib_run,0.12823972916666668,0.00323928523917027,0.1282001255,0.12560699999999997,0.0010625833333333331,0.121274475,0.135421922
fib_clang_O1_run_baseline,0.06997873954761906,0.002507370311139544,0.07052357000000001,0.06669419047619048,0.001977023809523809,0.062604963,0.07839460000000001
fib_clang_O3_run_baseline,0.06997691932608696,0.0019439433333644843,0.07065794550000001,0.06695980434782607,0.0017667608695652174,0.06280446,0.072521685
fib_gcc_O3_run_baseline,0.04261645554411765,0.0015718678454826737,0.042794358000000005,0.03953280882352944,0.0018339999999999997,0.037438158,0.047640295000000006
lu_decomp_run,0.23196939223076923,0.0035906410200957886,0.232890162,0.22462023076923077,0.004928076923076923,0.224978639,0.237368708
lu_decomp_clang_O1_run_baseline,0.14965009466666668,0.002752054870857199,0.1495768805,0.14331888888888888,0.004260388888888888,0.146717432,0.15861575800000002
lu_decomp_clang_O3_run_baseline,0.128022381,0.0013105090908600795,0.12788285500000002,0.12193860869565216,0.004143434782608695,0.125908364,0.130558201
lu_decomp_gcc_O3_run_baseline,0.13453297223809524,0.01545077294301144,0.13001166,0.12812033333333334,0.003841904761904762,0.12334472800000001,0.184229961
